id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,calculated_host_listings_count,CT_name10,host_age,has_license,exempt_license,host_lat,host_lng,host_distance_km,name,description,last_scraped,license,host_name,listing_url,neighborhood,CT_name10.1,license_count,geometry
23324614,20200213183241,12243051,901.0,901.0,42.34258,-71.10144,2,1.0,1.0,1.0,162.0,2,2,1125,7,34,60,335,9,188,102.03,2190.0,1,0,37.7749295,-122.4194155,4341.228858283103,Sonder | Pierce Boston | Airy 1BR + Gym,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - In-suite laundry - Fully-equipped kitchen Building amenities - Gym - Yoga studio - Game room - High-rise lounges Fenway highlights - Walkability score: 95 - 2 minute walk to Sweet Cheeks Q (favorite family-style BBQ) - 10 minute walk to The Hawthorne (upscale bar serving craft cocktails) Getting around - 4 minute walk to Kilmarnock St and Peterborough St bus station  - 20 minute ride on the T to Downtown Boston - 25 minute drive to BOS Airport Fenway-Kenmore is known for baseball and beer, but there's plenty more to discover",2020-02-13,STR-918313,Sonder,https://www.airbnb.com/rooms/23324614,Fenway,102.03,47.0,POINT (42.34258 -71.10144)
23327474,20200213183241,12243051,901.0,901.0,42.34259,-71.10249,2,1.0,1.0,1.0,176.0,2,2,1125,2,10,22,296,2,188,9818.0,2190.0,1,0,37.7749295,-122.4194155,4341.143720154629,Sonder | Pierce Boston | Dramatic 1BR + Gym,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - In-suite laundry - Fully-equipped kitchen Building amenities - Gym - Yoga studio - Game room - High-rise lounges Fenway highlights - Walkability score: 95 - 2 minute walk to Sweet Cheeks Q (favorite family-style BBQ) - 10 minute walk to The Hawthorne (upscale bar serving craft cocktails) Getting around - 4 minute walk to Kilmarnock St and Peterborough St bus station  - 20 minute ride on the T to Downtown Boston - 25 minute drive to BOS Airport Fenway-Kenmore is known for baseball and beer, but there's plenty more to discover",2020-02-13,STR-918313,Sonder,https://www.airbnb.com/rooms/23327474,Fenway,9818.0,47.0,POINT (42.34259 -71.10249)
23412729,20200213183241,12243051,901.0,901.0,42.344390000000004,-71.10273000000002,2,1.0,0.0,1.0,177.0,2,2,1125,18,43,70,341,19,188,102.04,2190.0,1,0,37.7749295,-122.4194155,4341.086045137793,Sonder | Pierce Boston | Chic Studio + Gym,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - In-suite laundry - Fully-equipped kitchen Building amenities - Gym - Yoga studio - Game room - High-rise lounges Fenway highlights - Walkability score: 95 - 2 minute walk to Sweet Cheeks Q (favorite family-style BBQ) - 10 minute walk to The Hawthorne (upscale bar serving craft cocktails) Getting around - 4 minute walk to Kilmarnock St and Peterborough St bus station  - 20 minute ride on the T to Downtown Boston - 25 minute drive to BOS Airport Fenway-Kenmore is known for baseball and beer, but there's plenty more to discover",2020-02-13,STR-918313,Sonder,https://www.airbnb.com/rooms/23412729,Fenway,102.04,47.0,POINT (42.34439 -71.10273000000002)
23397346,20200213183241,12243051,901.0,901.0,42.34398,-71.1014,2,1.0,1.0,1.0,152.0,2,2,1125,5,24,54,322,5,188,102.03,2190.0,1,0,37.7749295,-122.4194155,4341.202330636619,Sonder | Pierce Boston | Sophisticated 1BR + Gym,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - In-suite laundry - Fully-equipped kitchen Building amenities - Gym - Yoga studio - Game room - High-rise lounges Fenway highlights - Walkability score: 95 - 2 minute walk to Sweet Cheeks Q (favorite family-style BBQ) - 10 minute walk to The Hawthorne (upscale bar serving craft cocktails) Getting around - 4 minute walk to Kilmarnock St and Peterborough St bus station  - 20 minute ride on the T to Downtown Boston - 25 minute drive to BOS Airport Fenway-Kenmore is known for baseball and beer, but there's plenty more to discover",2020-02-13,STR-918313,Sonder,https://www.airbnb.com/rooms/23397346,Fenway,102.03,47.0,POINT (42.34398 -71.1014)
23396093,20200213183241,12243051,901.0,901.0,42.34277,-71.10223,2,1.0,1.0,1.0,177.0,2,2,1125,17,47,75,336,14,188,9818.0,2190.0,1,0,37.7749295,-122.4194155,4341.1609225800785,Sonder | Pierce Boston | Sleek 1BR + Lounge,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - In-suite laundry - Fully-equipped kitchen Building amenities - Fitness center - Yoga studio - Game room - High-rise lounges Fenway highlights - Walkability score: 95 - 2 minute walk to Sweet Cheeks Q (favorite family-style BBQ) - 10 minute walk to The Hawthorne (upscale bar serving craft cocktails) Getting around - 4 minute walk to Kilmarnock St and Peterborough St bus station  - 20 minute ride on the T to Downtown Boston - 25 minute drive to BOS Airport Fenway-Kenmore is known for baseball and beer, but there's plenty more ",2020-02-13,STR-918313,Sonder,https://www.airbnb.com/rooms/23396093,Fenway,9818.0,47.0,POINT (42.34277 -71.10223000000001)
23393316,20200213183241,12243051,901.0,901.0,42.34419000000001,-71.10136999999997,2,1.0,1.0,1.0,200.0,2,2,1125,18,22,52,327,10,188,102.03,2190.0,1,0,37.7749295,-122.4194155,4341.200292985295,Sonder | Pierce Boston | Comfortable 1BR + Gym,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - In-suite laundry - Fully-equipped kitchen Building amenities - Gym - Yoga studio - Game room - High-rise lounges Fenway highlights - Walkability score: 95 - 2 minute walk to Sweet Cheeks Q (favorite family-style BBQ) - 10 minute walk to The Hawthorne (upscale bar serving craft cocktails) Getting around - 4 minute walk to Kilmarnock St and Peterborough St bus station  - 20 minute ride on the T to Downtown Boston - 25 minute drive to BOS Airport Fenway-Kenmore is known for baseball and beer, but there's plenty more to discover",2020-02-13,STR-918313,Sonder,https://www.airbnb.com/rooms/23393316,Fenway,102.03,47.0,POINT (42.34419000000001 -71.10136999999997)
23379361,20200213183241,12243051,901.0,901.0,42.3446,-71.10101,2,1.0,0.0,1.0,169.0,2,2,1125,11,25,53,316,6,188,102.03,2190.0,1,0,37.7749295,-122.4194155,4341.220694342156,Sonder | Pierce Boston | Dashing Studio + Gym,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - In-suite laundry - Fully-equipped kitchen Building amenities - Gym - Yoga studio - Game room - High-rise lounges Fenway highlights - Walkability score: 95 - 2 minute walk to Sweet Cheeks Q (favorite family-style BBQ) - 10 minute walk to The Hawthorne (upscale bar serving craft cocktails) Getting around - 4 minute walk to Kilmarnock St and Peterborough St bus station  - 20 minute ride on the T to Downtown Boston - 25 minute drive to BOS Airport Fenway-Kenmore is known for baseball and beer, but there's plenty more to discover",2020-02-13,STR-918313,Sonder,https://www.airbnb.com/rooms/23379361,Fenway,102.03,47.0,POINT (42.3446 -71.10101)
23375920,20200213183241,12243051,901.0,901.0,42.34421,-71.10174,2,1.0,1.0,1.0,167.0,2,2,1125,0,0,3,275,17,188,102.04,2190.0,1,0,37.7749295,-122.4194155,4341.169942296359,Sonder | Pierce Boston | Modern 1BR + Gym,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - In-suite laundry - Fully-equipped kitchen Building amenities - Gym - Yoga studio - Game room - High-rise lounges Fenway highlights - Walkability score: 95 - 2 minute walk to Sweet Cheeks Q (favorite family-style BBQ) - 10 minute walk to The Hawthorne (upscale bar serving craft cocktails) Getting around - 4 minute walk to Kilmarnock St and Peterborough St bus station  - 20 minute ride on the T to Downtown Boston - 25 minute drive to BOS Airport Fenway-Kenmore is known for baseball and beer, but there's plenty more to discover",2020-02-13,STR-918313,Sonder,https://www.airbnb.com/rooms/23375920,Fenway,102.04,47.0,POINT (42.34421 -71.10174000000001)
23358572,20200213183241,12243051,901.0,901.0,42.3448,-71.10216,2,1.0,1.0,1.0,183.0,2,2,1125,0,0,13,280,27,188,102.04,2190.0,1,0,37.7749295,-122.4194155,4341.123431883486,Sonder | Pierce Boston | Architectural 1BR + Gym,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - In-suite laundry - Fully-equipped kitchen Building amenities - Gym - Yoga studio - Game room - High-rise lounges Fenway highlights - Walkability score: 95 - 2 minute walk to Sweet Cheeks Q (favorite family-style BBQ) - 10 minute walk to The Hawthorne (upscale bar serving craft cocktails) Getting around - 4 minute walk to Kilmarnock St and Peterborough St bus station  - 20 minute ride on the T to Downtown Boston - 25 minute drive to BOS Airport Fenway-Kenmore is known for baseball and beer, but there's plenty more to discover",2020-02-13,STR-918313,Sonder,https://www.airbnb.com/rooms/23358572,Fenway,102.04,47.0,POINT (42.3448 -71.10216)
23340501,20200213183241,12243051,901.0,901.0,42.34312,-71.10254,2,1.0,0.0,1.0,132.0,2,2,1125,1,1,12,276,10,188,9818.0,2190.0,1,0,37.7749295,-122.4194155,4341.128408749888,Sonder | Pierce Boston | Sunny Studio + Gym,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - In-suite laundry - Fully-equipped kitchen Building amenities - Gym - Yoga studio - Game room - High-rise lounges Fenway highlights - Walkability score: 95 - 2 minute walk to Sweet Cheeks Q (favorite family-style BBQ) - 10 minute walk to The Hawthorne (upscale bar serving craft cocktails) Getting around - 4 minute walk to Kilmarnock St and Peterborough St bus station  - 20 minute ride on the T to Downtown Boston - 25 minute drive to BOS Airport Fenway-Kenmore is known for baseball and beer, but there's plenty more to discover",2020-02-13,STR-918313,Sonder,https://www.airbnb.com/rooms/23340501,Fenway,9818.0,47.0,POINT (42.34312 -71.10254)
